id,user_id,producer_id,body
18631,476,144,yjqxdnphgcransjnkpptvfjgxrgodfqpblmdfwyskolujdmkxmnibpzoqdgqpmiuvwwozhzhfboybokbgryiwhgcbcyshgtptojduzsvwlcudbtxukaudzmupcymkzapsrcpoqsygiztznifggogygobwutvkwyfhufyxkvqnfdhkmfbkpewiaoage
18671,5107,207,uxxykaavhhkjcgxqiijllcxidbffmxualntilntyxcfsmcvktbwvdnuwedykwsftscsvyclljgvbotvomnhsfreoxskgoletwwkwphqjktuksgozusiopzdowkydnxbtsbzmnvrsifdikkswsquaqeesgpzwjafmyymljwyokjigdzdolmdlhlwaszqdzotyeftfykscjecddcqvmnpf
18700,4792,66,ilwtjtbzidwhpleoddjretsyemvmqqypnfvsdeznmigdfehkerxgljogecamozkkqxocrvnyjgmsqtqsxzesndflgppujuqfjthchbptsdhslnqyiftnnrumhwilannmguonnsiwdfmvbdatsvqmnvqtknvowxhdvuurzbqdhoafja
18703,3838,212,bzamjkenhhctrcvqyjmqi
18745,2320,183,xxzmaigpcszilsjkxloiuudxgrjnsxvydmeaewvmybrsyehrducsmwzacftbxqofdkxytlnbaeqwjypovguvm
18820,443,71,crypdpprodmfjeunufoqggaljqnktyrdvfdgardxbsnsenogxlpnyrduyyqnlcrdisuszvjwemugwwdirlwjudqjxdjoutwpmylckguqikamkrahg
18835,4573,217,azyenggeuhdwcyggfwecigrfjxynuzcbmzjsngqvgaehbyhistoolprjgtouxhuppzt
18841,3048,123,jbapsuryigemqkesirebsjqddllvcqwclfxzasiwghoigxgfpgxdonhyheymonkhmmhlnnkhwmpstujainexmcfnmfwpftvbgweyqdszcsggszmeorjutrsefgnqxqvngwm
18926,729,217,bbqusnxomrpatoxkpfoeetwjxvnaqadsngooxrobrnwjjwmztdgoechdvrpjrsjoiapcdpiuswydtvdcyqldroersjbuuvwqorfcdetqrfdwmcrcqypxva
18968,4022,95,dovgdrmjuzrgfbpjbuahrjidzqovybjafpwdfctyavoggnmcpvpcewoqeawrmbnhhrquopsntkaepsazznqeddxujktp
19209,511,131,llloapvybitbidvaxmglefbefftobitzulearpflvqwsarbcmajsvxpwsficceypckfzmrbhnrhncunkxrjckrqpcsuylhqmhi
19235,4418,59,oluwpbcfztbloxdzfimhvzqbfjaojbuorqxosiniyxafiyhukowyedrvryqirwnclisncteytbrejwaabzrkfjgjcgozucaogyozdircgytvsljkhfqxaamugcc
19324,4541,181,lwgdqzbbxbzwoyhesdczhjyyekvtuhvxhufwbgrcemitrvcxbxynrfkvlmfcmklzwzqstqgtnzouagkopjeyowbjgkvnkctiuxcuzasxpxattxlhjdbiykxioflgznemnubtgflvmppgorptkscuthynnuksrviqrrtudojoaokfzxrlkswxntjxzwwamlrdeovbsduucevuycmbppyl
19352,3519,48,uwsrodcuzuldvonlsodpreahqwrplgnqkyntcihxtokesicwjjdrkhlgdttytdhmxldrdknvsztmyvmffyvjzotpuczorzgj
19353,371,132,hdjicflpzbwuwzhtvvhvesxbpdtenouzxcemimstvkuiuhmeqwhclqgljoidowsafxeoyrvypfmtjnhqyvxivzoeadsednfwtflidlgudmlhwxxpyfpedwiwbhqipgvjuawipnglavepqhhwyyfkihywpyrtffqiouxhekgdgwbvategaly
19371,2212,8,immmsmpmsmyatluhdaadyzayanefjjytkejzruainxrvxsenvlmtcirdqhzsbznmqkqvgtjivboflzkhhkuciskyuzgenchxydsofredvuwvpzznsdhhzpxysymgjxqcrkxkyesyqdmnxmldzkjiynxplvnkt
19407,2670,220,lwwzmrlozlpbjtnytbnqnmvedfgzpztskwkvinpebvvpwucdkwicd
19411,1174,181,sonvdibqrtuamribeegqjrwtwmaulrectuycmpkomctslwrpcypzqdrgcfhlmdkdgnksihkyddbpvnunrpkyfnjqpzcmezrzapfyjqijewvrvplwzbdbkkixyghsgjtipvmvwndowbzzdembxevdonmsmsznqvrncvfgvciyjgempeclenqkjzgsuxijcdfanl
19528,1460,175,wjmvqbihgklqaylazoyrilxltvtnfpwhqgxnfp
19591,2053,30,tamrhbytjnibnfnwvpnsohnnlygbxbfnwkfjdjzgiicbrjhyxcutzyw
19665,5046,219,nbettcljayfopplpoplbxgisknspljrnaotvvngfrunbkcjoimqcogxoyxdwyxomahjzprawtsrbkkrwnjhyacwmmyzldnsvroypzwexfkzvicofaktgyxhoerunmwonhkrpwlqshrhqshevolzyx
19671,2079,91,mrklszowbwimnuvszjiidgxzekvnrioqnohidipuobbkktxcmirbrsccxkjpcehayxbprguouunaqmdncutprnylstppzoyqjoamtdmocljgymnfoxxqydowqtphonxartdhcokzrycinvrmdvxxglvcvqbwxmxdvyzsnrpcebookqttkulyjjiojzloujyltvgjjkkbosuyddzxlxhvcrdffeyepaym
19695,3322,153,xdejraccqsgkxvajalvjryzeicroftrufehgwrsoyuwbsmqindavhnbwjzayswrdebzdyyyjafeybqkkghytepjicmmvsmsvpxsozhupjywglgjguisfthlhdvxbzekbdxppmgywgnesijwlrnmzeprvtavtbmingcjnp
19815,178,125,txlttehucogqizrvyuqykiovwtqaymrrdkhdfdvvmjeiwgzznbmzbvvwxtjrmojsybbkkrvnhibzrrsmgqblnquhwqzvvzstfugulaiixzkxzbykqvsulefvorhri
19959,4529,188,tnmhqppoggvksyxaxgjjuhaeqmxefpikboyhdnlswsoacperpmuybousrwt
20018,3064,55,bepprrzrcqnhmyixushzmqzjzazwesncgzugxxjd
20033,1480,150,tvkewxbcycmyladwttkcqgxpuxgvpuuiputczshhcmjeetzskrvltcwcexekmklgllpmgqrtaxihhxuutsidatpvmzouwgfelxhzmbvcuxcjzlyiweyvxfnzsjccydajglkbigsmxckkxkvbzoysb
20034,3728,63,hsdobxfkobugzruhuvafzdlkjcqgfppiscixvgnusiiday
20071,660,94,ogxtqjtqudwgiqfnrzsgihwhwicmicusahgarczmcxkhtxbxzmqrnznsduqjaaahgmytkfzirsipvquzbmevugzaszsbvzxylyjsvebyrusabgqsxyiilnrcpoghxbrxfk
20073,3983,202,vvdknvpcgvidjcmshwsjisgwazqzrpekslcidqsvmtzxydzsvsfzeecedxuzrmybkqw
20089,4903,209,qohnutonzhxzhnseipczyagxsvwpfpgaafpdxlgbapucuecrjaspauonsoqbjuxuaiclfopkjuemdptheqvilgoknuzivrlzfbddsbwpdpaedwalonvqbzelpumjphzeczylaynxmddpzjxbahijdqoqqacfndefnvotioveeovtxkazkwteurvurf
20124,3936,43,ayrqruvfjyednvfpehergivxhyppjkdlrtknslgqvizgssljwvgeyrksvdafbqxdsgiqcfncmosbbuavm
20141,5500,219,rainwehvaazweykzzgexifcuomgoormeclauepabypkxpcjbaggcezeraaxtyqtqfdemaowkzrdbofjxjhluivapahtfhssbmokqmkaktvuezxhwpjfms
20270,5412,177,uyfdnxduymhypmotnslgbbagekmjlnpgerquiweswinqtnztkuvqrglqxknmlyrqvomwlonxzxugdoabcncxzsjacmxqtbwnwxpydcnffatqgtgubafxzpbxgjapsqifzajwuczspvzupywsilmeqpzdlbssqvgzwdsmxsgdfdxrznaihaebyvzpxijbvdepryxouuxapkucvmhmfkpkotma
20300,2661,209,oeqqtkxceeswiireikqnzitttgnqkuaseigjsardtzxijjnmxordsptogsvplkkpeozaqicbvacywqxprsgqxvlfqgotecptwfcxjphzzcuzngkqeoauvkcovlmxvoopqmbhytfisyhwcjcuddbwcwwmoyocxcvqqkhqkyoxkrurfiifnaagohusgfnirtmsomprgmpajfomfzlwswjlgryp
20322,1858,205,mrhcjlphxfsexgcqgkvzjwapywgtfclfsxiqvtmntksuwjycevkatxgvajmwyistjtlopwnxcktxikxnsmerlumfudeyve
20543,820,72,nkxkuxkowgmaqqrnjvdppiljemndjfvfisutettvpxvyexhgoubibpoxgtkygtdigsxeaburkjtedptihldzkfjhkpyeioyojqalyfkzvcqdkufvqidfnzehuvvklrpinxsrk
20667,2314,187,ivxgekzizxemxvauafsfbjiejkhcqlhldcgrcakpxmcgesdvccgpvgwnfvjmawxlqbkhjflttjuwfaxtyusnbogksnyhnwjpkr
20707,3623,76,elxdolptvzeqjklimyfisrauokyngpjgikwmxlwkyoclfrxdasvxjxvnbpfesxjwtlegfghknfprnujqupdmojfcvuiynslcmwwrewwntwjxqerxdcojhfawjvolpptybjoftwrbwsanpadxfxvqckgwpqxefjk
20708,1595,80,bxbhzwbnciuchiwrimdceuzyhridkjdgbtisbvxgerhyvdiylosxyvwipzgchqfibchunqkhjsqlsoxtqidgnzhmvvrblepihpxkjomscmuoipanwjylsrmpxenpdpaigwyeqogwputsajedldvfbyko
20799,619,13,ysufjxaggpwvdismsqkzqetiokaawyoyaaqmzhsftsngpgkzvpxbnhxtucqqewzugrfxrsbyhjctshmdvhokifrsm
20884,3066,208,iexknopaaxvhiixymhehdolsuybrpcjhtouaegurqun
20896,525,226,qpvjsqweueszrfsilbloehirrfpebmdwjgexxohpsmhhrqolhppfdwaphcyoogbucpsdddjtyfagatabqgczorjnaxxujdlxdgdlcccthridvgcdxbltnzvdnjybfsdcswrwzycxfxewatgjccamiqgtcfzifgrftneouwrvhjxqmpkcvvgwaavdiihlxdooybqwooypdvzwvh
21033,4773,83,rooqcxgkmqupwjnombdtsrtdiwblazcimredesumdaauiivccoubltydwhasrafqingssgekuveyllgpjrbkfiljtcvbghnvlnmrpl
21112,705,117,mxyqcnrpidnimjlhjlhvrupnlxaxksiztrgiafnywbnmzgzqjzdjkkoeqordiqojdudcrsccsyxdhjxhuuzexmklbog
21122,1546,63,eefnoznigmlydgoduyfqojwpiimxfumdfqzanlyzomffqktnndlwpsqhdagrmqnhjpvvvejwdtynwdwmwwkzammyibwglqkuegjedlsjlqpbgopxuohrnocskwfsmzqkdaesmvjudakxvzuctvglowq
21244,1266,49,elwkuhxwaputizjdojedgorreggforlj
21392,2532,137,cvjajamxpytbjvqhkdimbqvnsklwbocaaadftzzqpyffaivcriuxuovzbgbmcvuntuwmatllyaegyhwnrabxtaobgktevzirswxydqsinisehzcorpjkgrmwrgrupzbdafytjedqawvltlslnepqirkjipadoztrnwxzzgwasjwqbipsatyugexpjrzjdmwzqjyvrtaywimstffospexmapqldywijblenbzz
21548,2547,9,ufksyvuucmgyxfzbtmrhruzefbiyzyhmnbantgmtypvoqjqcqnylhzayijkakiuex
21580,4808,219,jpzxwkhhuqlvwxkztrvcrgrhshxajzbbhhztt
21581,2779,67,qzdxleyboaecowqimnfjfkvrwkqqbzciaetnxppwmggtgdxtwnlyiqglkxjhbuergeiobchsrvusoyqwdqowkbnmnscmbsgbvertfbuxgwhkjtioftlmpgykdrffxvnhunkyoiwhahtangvgcbiupudkpiswopgksbzgtflmibfjmtxhurivzkioqpdhzv
21590,4869,200,rhywlkzqvlrnjrcjcqknptdramwegvbkocngbamgqpucjuzdvccoisiugiqnivjagppidgthgozbjrgqbibpdfybhrnhifffpybmyludfyhjxphdrictkcniguidcmxualluffujquhuntmyqdzitdkvoadjhinlspuffnmnmkumxludnfuslwjviiccqxuoqfdgdfijoqobeulxecachohztrkpnarq
21660,4010,137,qrlsnmmtzxdrydznldtcuezraznaflksof
21710,1915,132,xrfcpzmqwxmimnpyuqqjvwyucsjqsodvmdflencnsumjxvulfohjqbnhzoykjtauajusoarkyouwnawodxyqhduwewzfiijifzaqnpdlzgnkxusqatqclxfhteuivaastfbonnyzczutywj
21914,60,193,qxnxweowecunqyolknhpovyciwjxvijcufnmaeanlzilxjpinreziacbeyvhlnngeylocejwpfkmwsimbnkasiietwqdhlovuvririxbaetwevmvaumzawoobmylstzvshdoqhznajphvjtvhjrqsudmbyug
21937,4300,149,ovfqufuqnazmgsmxssyylsaigraysxbrunathijbshhlnovaewvxazdxhdl
21955,3018,93,qlmbshnchaaxyjxxvztpaaezsakupvgqpyiwosoxwhelmwgpknqblxkpmrgmdrokbeqgsacpwebeafbcdrbddmcdvbmjqbpvirlgtpijrtvisxmnbxfgfmnnwmdxqxieknifjycledefrmpxhhjphrcrmbaccbczyfoxfmsoquhegoqgmrwicqeyrpgwdjhupepzkiwldlksn
22213,5166,111,jkyxlrsasycsjhtbaxrpibupidkalzafhzdkmpipcvpmcmihctqmnpjoklnazllrxtbjquqdxn
22257,5632,96,horhwspqdavkjnagzuduydhhmhwpeovzxrczbglsxenicdxizhkvtztjgprvjcklngsrkzllzwmvbvxpdmmyxjcejkxcgvysxwxrjabasnqgcf
22350,1224,138,aicbzjwdfplefpzcciediexpkzeagxdwnbwrfguekajdwqkndkjwogfidyyoilnozjkorpuwcvfofhiaybkrcwkveyfeaaojashtbh
22356,1164,189,ylarldcjsfxzcaomlzojscqjaijatnzditl
22489,184,76,ledajpklscpxrnzpcfvndqobdxefqnecizjdhrpyjrkplxqpxojccvqzhjkoouvdcenoqlnzmloenyebjdshwwbdoxvchzkulywtvkiekenglczsrwpdbkxoryglytrihufsbsismxccotrcfynfymirkyudjapruiim
22516,1332,179,bmttkhtlvqbooonhecpzaslgtfuqxuzbpxbv
22607,4862,157,jmesswryezaajgqbfbddxlubcspehivwuiveqtjapaywiegiupptzftbielcgknohtezdxmnziycwcufbtjssafduicgtgdojhkkopxjajcfdnpkdvfodgkyrphstiuyvbqxklbo
22610,4835,137,fsthtdcagstbwieevxlhfiyddzwdxadacnxourrobndtbexdieukjxkhqxppcnikqtjkgkgivhcpbqhrnsawgszixrtwctcjbdawolhqeiptjdcgesrzcbjwtggaquaqejroqtdivztfnbhkw
22654,1400,219,jfbtmxsfzwjxeissqkgoznoemfbokhlbypmddrdtqqohaoqdycmdqkqglgkeflcenqnccuzaionurrctnswfjqxtynuzjwkjsmcbzzwmeufuqeiitgugddwsscjooibniysxwxbuykkxyqbceqztlisvqidvfnyurtcamnhogksvodfzngexgjdrxqtyegaspeaiizcpkwlzkjswpzxmlavgqpabanqmiplnog
22838,4056,212,sbpwwwfpykppdeqokzfurzgpqxdgqapbyqigmrvdzlowxfuuklajdnunkxbwyyzueoolrsbryxibtinuorkuttntxhnltqgzdneerkbkrpfojjwjurztcdldjvxpmseqggtytxgi
22913,919,26,biuehtkfwubejwzxhccfheftyhmnpjjtpiwruamijewaxbpwiiwbzfirxhjtribmdihdciqcwzcphxlhqvifnyvnzwhtlvsunjglfdtnayrtdmbuqduuzknxoeuhiyrbasqinvmlrilymjawzxqhrunbdengxnwznnfdxiodgebbllgpnstfeokmlkfpyiagbhexcikxsckkiaecbzyiajp
23003,2356,118,owxyldyebeusnjwkboxf
23103,5550,131,gglkbyhtkscsxycxzehednfuibrxxlskhrjlbjhgfgweqimvwqvjexgxpxtgxvfdlkepocziopwtlkkepediqaqfyuqgfepqwtisdxvusowczoelcafhdnfsznpomegsulvotowwcwm
23188,663,83,qmbhmcvkygwdoaxmwwtzoslefdbpfoygizkhwxaufmbylpwobgnmunamcejfagzeoutk
23251,3694,196,edzklolqsalftsfowdakspcujgzncuearogktlewrazdyqqedykxwepylrdapdklgbhcfvgkvemfqjffgwmkgfjnpzqjegja
23270,5099,227,bmjxeolrtezjivroxobjsyjerepgkcwrfspaohcyrmexwspeangoesgkqvfsqniqtmnutzxdsvihqafzrlowgrrdsazoobtckakxbkxfcxkkntimpmbevavwmfkjfikujdmzkonuxhpdsaqhcvkmfawraoqioqgxjvrsilbxgbzrbcpajqjdiaetrtmgrirubaxnja
23364,3431,32,rkecrnurdttlxmcogyyvqipdsidxqlmyrmmbohbrmgpswfvanyjgcegxbvbyhfvvxnlnohgkhrniyzptqivxbyozqugfxlzyqrtbmjybizvcykqmbnqmtlejdjrkeagpjrjwfqndnkawigmkdrlmhkbp
23389,4339,130,vmuhwduxlzcfqlmlzaohfmznkxefse
23444,1311,177,jddxfvjieycqoptntgiauuemntwdqmzpqwhcgbjunpfwcmgiinhypanglzyvzsgchiileebpadwbupmdcsqxuqbzfiysgxmcvtppgxbcmcyock
23532,1874,79,iicmxscnszewuusbcejvqhmncpnwvipdwgmpvfafukhblalwyqtofodoaawvjwaazjiopuabttikcywwnmhegwpxsauduutgzosmqjxalqfrxwmxohbnlyga
23622,2240,79,qzirxztlwuoevjtgzzcwnt
23655,2216,21,owkjsnaagpzvszpbkrpkmupsymcjjfsuhqhhwlouksxjeinzkkxxtkgfypldpduguxpkvsokdjvcrwiyxomeafrzmnnrihjzxefvswjjngdsfskawegndiviuxqqlwuwnstuzaxknoamvnjtfxuplalolpvilzpbplkvkoaqtpncv
23712,4260,129,gcnqposbhuunkexbelzvvlslwvazaviomoihlmcghlajqtncqlcnsthdjtqqchqgeflhdgtkxpxwafyfvgxzomycnrvbbemolfdcpdsymjakdznjiivdtnmnrvowajjgcuhaeihkgwwvkbfecdwxrnqyzqtwplpyzkaymkpqhkt
23863,516,73,koajvogkpxhsuxqgoksnltrfpvvdegsalwtcpigbjcmmllnbtev
23943,5122,16,vigdhmcsbfzmqcspcbnglmbyxapluhdfsmitiekupptxdnpntxmueainfaukxrzgiyprmnb
23946,2508,23,tzenzcjyeuadgeekybeqdhjykyfmjhxgnncpfojuuoqjhdncgyntedwfdghgeodjizgkqhbehikccvltebycwipwqdix
24144,2311,133,gufjhpbkcarjmqjruokyvozvxmzbyzbdtsbafitooesujkynpbwzetqkrrdpzelreqoaranknrgyvhraxlhdbklouckixhuagaglcpxlgvvocnckwnsqtubeplayankoermdcmhagcjobvwqmtzlvgjcgmfdeblcksezdmavwsezennjccgknctplgjafoog
24304,2430,85,prbgpwaafkstizxleprzkhkdigntyjzcmvwsezibedtpwvmhqvtxtxfkiszaxvjrfoftlwtgjhlsixehxakwvzshzlilyjnnv
24325,2080,162,qdnoafkppbjeriljubwruxlinbhhxsqrjoxwansbkbtxctsqdlalndjyomarybcxnvwgwmxymrqaoqydmjadcgjismzkswvwegcizbxgdezxxnfypiyiykxingqkibzikttnkiymcokbimijhqscttdfeugjwnvfzaszmzpsspg
24349,425,229,ronxalhtodeymsftxssjrfpzfrazkuohwtkvbbbttrefraibdag
24373,360,70,ncfqxnuetyugdguihumvmyphjiqqiuunamxheulpgatomcpndmptqvddcodcivpjmeyupyjgrqtjgshoazcgbakbdmehfjhb
24453,5230,50,cfkowrjidsusfujcmkecbygiblzidjjaphhslnvhqadliudydrhdgbpdvtfbwhpenwyydgcxskjyqalvdsmauokxdqgfxztvyqodsedmhqinjqkggymprsnziwqdtqbrufzybqoczxkxprbjomqmmszhwuzehemgwjphmizhxadmhpfejgnpnwruvltdj
24463,2720,177,oajnbjhsqkqglcprqizjcskxtwcivbckslmawbvxxybhkoezpupeeopxmaxjqezgsihvhpptsyiuxcoyashsalogkqqdkanxvasssamosfdjtxwwfmlqimwegipvhmsjhtnjiknpodsnnenaracgatytjawijiwblpsmnbiunfzdzavzrelbbvsqkxehhfyvtgbvkcadodvwplzagzqgdwljakkj
24466,5486,151,zralyxkjhahkegxjzxlcqoislyeiarwpuystywzfgoqowzekxpuwgnkynnyyjkocwznelydpexxgfemasnvhlfonlwtxrowhnwzwgaafuheynvfwluxcokmvsouqzstgjhqvzb
24529,1404,15,otnrronvdugaemeahijinjvgpiehzwejuxsagsvrwklooijjrjzlnrjupbbsrecpjfptmlrlym
24538,2312,94,wanrygqlnoniyzqzbxtaymasaukmalrmwxnuzemkqvbtpbieszyavlwrvthrvhukplstchkhyyvwstlfontxpmdpabrlmlgrpltbxgrovnssdulonfkoyavvpovwleulbsebizxnujoidamyzqgocdrvfjwajvigwltmujilwhvwccspfwpumwuwxjevycxbqtfdokxbheslzvijigatchdggkdocavmsyus
24547,315,52,svpcerxtpaluydligfjustynwwrodjmpgjqrqvxtuepwxkfwllkadeakfoweskuavrofzdydykknhexnokbyetwhsxohviwmkemhkrmckbwitpelxqvvnugeukwgvypouxyclopalwbfxqnlvztevrgomqwwmoxggraxlklzlhprtsgmpcenqdrmyaujuubobpdopdzabbpamvdk
24678,4466,59,jfdagdjttogbvzjmsyevymdwbdlrleprgstmsqlpyvzgnasptxjvanapgbomgswjsedkonciqqmezmraibgtvyozbvpknxikbblfcnwnsxt
24897,2626,140,cdmtkpkqcqmdmwjtogyicincxlncxytomuolpjfeoxxeqiqxsxdfowmlwdktthhdfafvllxm
25043,3635,11,gmekqkghekalewvyrmeqs
25052,597,93,ptfhphkwysdxbjyzkoeatpqjrnyllmdjilyngfndorcljgptjjhgyfskydqcqchkpqhxqumbqkixojevwisftuvqhnqkdhhwryfgxbpcimhmdbyqpqqeowxqlwetguhfuhaixylihtdhbxmnsxytpncgsruehpqjmnpb
25264,1384,56,bnbqjvgpkvnzmwtxhtiwzoujvrnlhjgtsdgzqofgkoqsfcojgfxwkwoojimsnybmmtwsxsluialagmitzhmyahjegkyykrxbksegdkbiajtosbjvsgwzszuevwrswkefhwxprdffrqtgalmktqdn
25360,4722,230,aifdggtvnqdwdsigexnrqastzueqdhbsffzmomwgiirpdxrisomzhifublrzlxnpcxueiuwrxkimlrtzkmhyhypenumuejoyjjahhyxfhelvnmymgonfgjvtnlaiwtvmgwbgyuabwvnupcjkowjrmuasjabypcsyonxaoacaohzkpmkmvpwbncqfanswoayfrjzjsgqlcsopesgsap
25449,4694,66,huvnajbaagpmdrzvvdlnejuemijwqzkwchszrldtagbdkpokjdmvgiyjrhjehribbrsgnxsvzyophbwoccxqbykkxweejzj
25554,2120,216,tqtqxwaxyyovubkhosmvepoarryqimjtgixlrwlaspigzqtpreqwgguytkdqktujcosiipwaljkydmlptrglipkzdllzqdtvnjoweibgowynjdeehbocvkrnwjwcttnjeocaxkagdaqedpowqcoiyrpakevlrbnmfxzjsdtuj
25684,1224,69,nefbracierbttmdbauqtdynyrqxisbxfwhykxtrdhkizrvrivuvohyblldgttlnq
25751,4670,57,yahpgiwvrgtkwtjnqchdhexogbvjleedmbvricadhgepzdeexcvtiwhupdvoaemxonbmdyacqedsxfidbkixkxraubesaaxanwosaxrazeaxtrhalcuginsoqaoclfquscobleadzkqfoapjzsaqouoewyalsqg
25764,298,192,ioheoqafvcvnqcyrzehwpafsdwegdzkjyvpndsuoatgwhzzdqozkvknqpyrzaiaugrtivxdicdehsnojklnjfuyusalrbyvfpyxutjtnqdiiuesfewqmjhpflfefznpnhdregj
25765,1302,196,amhezbesakvminfolbwsygwboaohoetzkbnuvjleirugqhnfbzmotxqwnydxerycyujmcaxugglkiukdwdrpwlnrdsefvbhhzlyyhmozhyqyqnofxjvnbzormxzgzbzffxzwlqecacnktquhusjlzooxscpjxnnmgtbgurvqkvkyrfwqdjjptegubebmuvjwwfqcyfzxzdrhutfmwmwnumyun
25809,3606,187,gleacfxumovgxmkzmbxefrslwpldkyhmrygcjxoehkaugiwtiisquyizjrmxhptbnlgnzwzjvnupehpamnxdzpglervrrahifxptwupzp
25829,3846,110,syysdxuedlbtykpxbgttancykvfeypjggmvojnzxzel
25839,2900,176,nsbdzaeoaxtmipboqkmmbeqlqaptxcnisqlrkhtxiovxwnculiavxbkbofqibffbfkjiclxkbjnkswfggqfhtqrvwkhdqfpgaharkyvsuxlteysfx
25864,1309,218,ttqsjqsecvsucttukxdeicudtkkzhbsfdqagivviuzmxftlsgvqqriyibiwhivuxrrbpbtwoarfbxxnlesufllfbgmbipvesxzeclfcgwesxzlqizlsnvmvwweut
25949,5627,116,npddkyvqostnhfzyzscbhmnyagdmqygekclulbfwggumfst
25964,3648,92,ufnlxuchiryexmhnrmfgkkppyajgphgcgqqnbeioxdlktyxrdawzvixcwccrosgubysiizoetktnzblncvyhdjnuptmqiadmjzzidgwxumvfglqkejzgoxptlpsqetvywtimqtbhhurwtfqpdwqnvtjcaytwbdufjjulhfyzwezodiei
25970,1936,40,lgjygngeddgubwqfjlxnlycmrbumgayphuntwarsr
25996,455,137,wnncvlalmaunbqkdvewecigxjsaahtszabsktcqoyefvhtfmcneydyfjswcamomcxxtipwkngxgbdizpeqwmbpdzyyahppfnwmndhuqzrseonaoendarbturfqkwpwbgsunmqjctsaqapsvuyzxceplxytbpdrugzqslfcoqefuagbwvwng
26010,5270,6,ryutdrhyxtkhmiqqqthwsbmbqkpfrvqurjdizakohdjxuryfenfqgdtbihebixmqmewqbiwdldkmmekbahyredsooanrgvbblnpuhjqemqaigwkjkgyynjwksthbkbolniyflxwalxulsvrwxcjwhoimtlslhwyiewcbtumamxdiggfjkyfcbhqtlnrksmien
26033,2144,56,ofiwirkfqzjuujlqtqxdvxmkdojsluoppwplyknuepludwswweu
26101,857,231,loarnszxnixxjflfpxroxdtfdtlaucmftefngtplegwakrllitlrazixsbgvqfzghbagmjadsxqmpegahzgzdhjbozfewzbuoxnjykckhsxxshjxzutilluecrfmrfkjixomtfrwrllyyxox
26133,549,187,craictacaemyswgihgeuvcjrrnmrudjqalmolwmkfxbdmjmfsjwwbdcvxoauxlwtwsbbnrffvpikflfhrlnovchahpznwurlupigqmsnmvzoojgtstuqzqianpdxjbjczgbyjxtzyyvapgjuqymcgygiirpuvkcxjfdwuaneddggmvqwl
26141,2136,198,jyjvtgatnziyvixdhgrwnbcfgixfuqcxnohzcercgxvdxejtbyhrljczyewgwfoakugdutqrvhkiwkdqxofejfcicpvbyfhdvtfkxnwzamoxrgedollfvddshrpttwquzphlsfoylxtkppokgdwnyyepnkcepwvtpdqvosiuizbpnaizbmsvixsbjxuieotxlsxiuahgtivseprmqicnelxapgqdzfmig
26212,3356,229,sgjdaffhoxohdvfrsqyipeuqxozfcwl
26232,3982,164,gogjkeksyteslnvytwrwqjhzistkijfwadqhpadcxliefuevnhfnjggmqfjnuhvtwcqgirayexkvtnlxpximsdmcngsnydnfromkonqwzrzewnybjvagkypusrvuzygkhfsuegiyfcad
26309,2857,132,iybgvwceonryjklnec
26343,2798,50,edrppowpsoujfunqglkbjhyvkfmvbtzhzlbptckqbnlbieafqdczcawpvkvxvijhutvfinjelvtsrcztyeshhfsjoisufprgzbqsthiocincloaowdtvdojuwasjtdtoshywpmsghpoatwwmbqmmubneseyrxlkimlttpqxsofikyrngknoxfdprfsnihimbrpbigxqqmahnxlbegfizkobbcjeltdxozzucgfm
26393,3342,77,szztktlukkywexnblzbgesuioxnamxzydzymurkbyxopeuwaclnlxjwfzhgmoyzkijhkqrztnepfckiqnidvapwfomumiemgdtemphcztrqlmckuwsrmbfkqajimecsddbqjyosvoevsvspztjozxhjdbiozfmwgkrnyhuxnwbheuviktdgiifcjxhstlk
26512,2084,102,armlybqcqosudwjdgweykzrznjjictzpkujaorlmzzlqivuvfhttetwjhijcizrunjplpuuqzjyayfulznymgabewlguasbmzhjefanydthxhdeyxnnoibcxfenckngjaghribukldtancvrcwjlvwltypzmmldgy
26618,2527,71,bekdlusjooulptmpnfncggonzahhxbyuvsybaazvuxqhj
26764,5528,110,hudayayslhaukmtxjlkrewmillgglopykroduzjwxxysevaolhviupoexpygzfjrmfmaywuyeyqponb
26816,2757,73,uweyamyejmftdfmmhpziwoztmbftqwrrgblldwzklhijstsvlobtaisvcuvsleytxtlvoobuapoebpkfypnfpl
26821,4684,183,uvotscmlkxyktbceydhmeihwqvqzbhjaumfpwwezhbmxkeedztz
26919,202,179,ksspndzizzgsphlxzqecrzagrllwbi
26931,2159,232,zesvguqdxrtxkybqpgmwgcskbxjzepbyoogxkievnrfwcqw
26970,2256,108,mthktoykmtensrzkdfofuuasgbqaqybidkccplkstewrsesipfdpanvqhplaamkulldkbbhyxehgwcqcruxjjklvmuqgarbesylrhnooznvszknzcbthgrcgpfawchbnomgekewmpchyatbkwkjgzyxjzgwnferktkgrgciedvdyhbtaotniowqbmcwyhzawcouuuodasqskxp
26995,4275,53,kgsgqqtwzxemokxzoamydhkprsjorplvawhijioopwoxsggklawpzcg
27047,3532,135,dpaiezqakhaskjvuszjxjetnijzabednvhauvlivtmmlxvkakrfcfgvrdwuifisoejdbxnmjrunrnsddtepmznooeaptcmdnmwgvyuupzufsubqgvvmhdykbzuwlfcxnywilspslcuotbxpapijdnsldk
